danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	type	id	uri	track_href	analysis_url	duration_ms	time_signature
0.677	0.638	4	-8.482	0	0.0353	0.00245	6.87e-05	0.111	0.311	102.01	audio_features	5pQXW3nrM4KEDTK4iD3Iu9	spotify:track:5pQXW3nrM4KEDTK4iD3Iu9	https://api.spotify.com/v1/tracks/5pQXW3nrM4KEDTK4iD3Iu9	https://api.spotify.com/v1/audio-analysis/5pQXW3nrM4KEDTK4iD3Iu9	249847	4
0.871	0.472	4	-11.077	1	0.0756	0.74	0.269	0.145	0.707	124.04	audio_features	6i5tYaGlOFDLILEB6HfJAa	spotify:track:6i5tYaGlOFDLILEB6HfJAa	https://api.spotify.com/v1/tracks/6i5tYaGlOFDLILEB6HfJAa	https://api.spotify.com/v1/audio-analysis/6i5tYaGlOFDLILEB6HfJAa	160720	4
0.548	0.735	1	-4.903	1	0.45	0.201	0.000491	0.0952	0.22	75.115	audio_features	77EseIwL4dnUACjF3YmDWz	spotify:track:77EseIwL4dnUACjF3YmDWz	https://api.spotify.com/v1/tracks/77EseIwL4dnUACjF3YmDWz	https://api.spotify.com/v1/audio-analysis/77EseIwL4dnUACjF3YmDWz	265408	4
0.471	0.411	2	-15.755	1	0.041	0.733	0.853	0.28	0.282	79.986	audio_features	1ghlpxVfPbFH2jenrv9vVw	spotify:track:1ghlpxVfPbFH2jenrv9vVw	https://api.spotify.com/v1/tracks/1ghlpxVfPbFH2jenrv9vVw	https://api.spotify.com/v1/audio-analysis/1ghlpxVfPbFH2jenrv9vVw	254347	4
0.615	0.278	10	-15.817	0	0.0319	0.156	0.0503	0.0936	0.421	128.569	audio_features	1nymjMcaDXDNsvkrJzRWHs	spotify:track:1nymjMcaDXDNsvkrJzRWHs	https://api.spotify.com/v1/tracks/1nymjMcaDXDNsvkrJzRWHs	https://api.spotify.com/v1/audio-analysis/1nymjMcaDXDNsvkrJzRWHs	348000	4
0.789	0.609	1	-5.969	1	0.174	0.0439	0.0	0.178	0.0816	136.001	audio_features	4nNw167LUp6j2VvuJdbtv8	spotify:track:4nNw167LUp6j2VvuJdbtv8	https://api.spotify.com/v1/tracks/4nNw167LUp6j2VvuJdbtv8	https://api.spotify.com/v1/audio-analysis/4nNw167LUp6j2VvuJdbtv8	172401	4
0.424	0.661	6	-7.757	1	0.0488	0.431	0.00986	0.0887	0.426	118.558	audio_features	5OGrHGQeZcba6OGRpE9OCX	spotify:track:5OGrHGQeZcba6OGRpE9OCX	https://api.spotify.com/v1/tracks/5OGrHGQeZcba6OGRpE9OCX	https://api.spotify.com/v1/audio-analysis/5OGrHGQeZcba6OGRpE9OCX	258888	4
0.631	0.521	4	-10.312	0	0.063	0.0201	0.923	0.103	0.118	84.033	audio_features	2XQSgmtEY2titXhfY414dy	spotify:track:2XQSgmtEY2titXhfY414dy	https://api.spotify.com/v1/tracks/2XQSgmtEY2titXhfY414dy	https://api.spotify.com/v1/audio-analysis/2XQSgmtEY2titXhfY414dy	151520	4
0.605	0.929	7	-6.819	0	0.0592	0.141	0.0265	0.305	0.648	139.948	audio_features	0kwuFnBQ1B0lOsu6onM9g3	spotify:track:0kwuFnBQ1B0lOsu6onM9g3	https://api.spotify.com/v1/tracks/0kwuFnBQ1B0lOsu6onM9g3	https://api.spotify.com/v1/audio-analysis/0kwuFnBQ1B0lOsu6onM9g3	190013	4
0.482	0.815	4	-7.933	0	0.0426	0.000396	0.000445	0.398	0.397	125.583	audio_features	63OIHC6QVEMNwb39hmpYX2	spotify:track:63OIHC6QVEMNwb39hmpYX2	https://api.spotify.com/v1/tracks/63OIHC6QVEMNwb39hmpYX2	https://api.spotify.com/v1/audio-analysis/63OIHC6QVEMNwb39hmpYX2	322208	4
0.819	0.866	10	-9.141	1	0.0475	0.0321	0.891	0.937	0.524	116.997	audio_features	4MIrtK16tNv6wkbzBDPDXu	spotify:track:4MIrtK16tNv6wkbzBDPDXu	https://api.spotify.com/v1/tracks/4MIrtK16tNv6wkbzBDPDXu	https://api.spotify.com/v1/audio-analysis/4MIrtK16tNv6wkbzBDPDXu	336153	4
0.76	0.915	1	-4.531	1	0.101	0.0364	0.695	0.373	0.52	126.929	audio_features	3DyLRTKlGVs9ngxCfzUejs	spotify:track:3DyLRTKlGVs9ngxCfzUejs	https://api.spotify.com/v1/tracks/3DyLRTKlGVs9ngxCfzUejs	https://api.spotify.com/v1/audio-analysis/3DyLRTKlGVs9ngxCfzUejs	120360	4
0.456	0.957	7	-4.431	1	0.064	0.0151	5.04e-05	0.215	0.663	176.238	audio_features	6a4QMF3z4WLapq5El6LZ7u	spotify:track:6a4QMF3z4WLapq5El6LZ7u	https://api.spotify.com/v1/tracks/6a4QMF3z4WLapq5El6LZ7u	https://api.spotify.com/v1/audio-analysis/6a4QMF3z4WLapq5El6LZ7u	88293	4
0.562	0.644	2	-6.365	0	0.0282	0.0022	0.0	0.0519	0.222	100.021	audio_features	0EtbUVT2JIvm34tOJwLorJ	spotify:track:0EtbUVT2JIvm34tOJwLorJ	https://api.spotify.com/v1/tracks/0EtbUVT2JIvm34tOJwLorJ	https://api.spotify.com/v1/audio-analysis/0EtbUVT2JIvm34tOJwLorJ	190000	4
0.345	0.941	9	-9.918	1	0.0466	3.84e-05	0.633	0.0511	0.407	179.626	audio_features	7EkWXAI1wn8Ii883ecd9xr	spotify:track:7EkWXAI1wn8Ii883ecd9xr	https://api.spotify.com/v1/tracks/7EkWXAI1wn8Ii883ecd9xr	https://api.spotify.com/v1/audio-analysis/7EkWXAI1wn8Ii883ecd9xr	147062	4
0.34	0.981	9	-3.615	0	0.381	6.26e-05	0.00452	0.244	0.134	123.999	audio_features	7IVhAkmr7xdgRZYc1Thrna	spotify:track:7IVhAkmr7xdgRZYc1Thrna	https://api.spotify.com/v1/tracks/7IVhAkmr7xdgRZYc1Thrna	https://api.spotify.com/v1/audio-analysis/7IVhAkmr7xdgRZYc1Thrna	255893	4
0.369	0.875	1	-5.275	1	0.0431	2.64e-05	0.142	0.271	0.211	148.002	audio_features	0nOcg6J4evWRHiGVwX6eKe	spotify:track:0nOcg6J4evWRHiGVwX6eKe	https://api.spotify.com/v1/tracks/0nOcg6J4evWRHiGVwX6eKe	https://api.spotify.com/v1/audio-analysis/0nOcg6J4evWRHiGVwX6eKe	287240	4
0.573	0.495	8	-7.245	0	0.592	0.405	0.0	0.0969	0.255	179.196	audio_features	4MRT0dDbhqFKl67WzhUbSw	spotify:track:4MRT0dDbhqFKl67WzhUbSw	https://api.spotify.com/v1/tracks/4MRT0dDbhqFKl67WzhUbSw	https://api.spotify.com/v1/audio-analysis/4MRT0dDbhqFKl67WzhUbSw	312027	3
0.684	0.744	10	-3.934	0	0.0491	0.401	0.0	0.0825	0.48	140.03	audio_features	2oRZSlZI47ZLDF7sErD3cu	spotify:track:2oRZSlZI47ZLDF7sErD3cu	https://api.spotify.com/v1/tracks/2oRZSlZI47ZLDF7sErD3cu	https://api.spotify.com/v1/audio-analysis/2oRZSlZI47ZLDF7sErD3cu	201953	4
0.398	0.747	9	-6.434	1	0.0375	0.00136	0.0	0.0917	0.677	132.629	audio_features	2hVPDYGExN6ux01zQvUwyr	spotify:track:2hVPDYGExN6ux01zQvUwyr	https://api.spotify.com/v1/tracks/2hVPDYGExN6ux01zQvUwyr	https://api.spotify.com/v1/audio-analysis/2hVPDYGExN6ux01zQvUwyr	216360	4
0.624	0.691	0	-6.686	0	0.196	0.0604	1.1e-05	0.138	0.284	160.024	audio_features	7I7JbDv63ZJJsSi24DyJrz	spotify:track:7I7JbDv63ZJJsSi24DyJrz	https://api.spotify.com/v1/tracks/7I7JbDv63ZJJsSi24DyJrz	https://api.spotify.com/v1/audio-analysis/7I7JbDv63ZJJsSi24DyJrz	211507	4
0.61	0.485	1	-14.493	0	0.0373	0.487	0.933	0.118	0.381	80.484	audio_features	2yjy7s8arKcaRp41PATyXx	spotify:track:2yjy7s8arKcaRp41PATyXx	https://api.spotify.com/v1/tracks/2yjy7s8arKcaRp41PATyXx	https://api.spotify.com/v1/audio-analysis/2yjy7s8arKcaRp41PATyXx	287813	4
0.467	0.916	11	-8.119	1	0.111	0.018	0.765	0.291	0.564	146.498	audio_features	3KrJBNmEvI41cD3unSuNYB	spotify:track:3KrJBNmEvI41cD3unSuNYB	https://api.spotify.com/v1/tracks/3KrJBNmEvI41cD3unSuNYB	https://api.spotify.com/v1/audio-analysis/3KrJBNmEvI41cD3unSuNYB	279333	4
0.453	0.434	4	-11.32	0	0.0291	0.249	0.478	0.0894	0.0768	108.016	audio_features	4fFkeWRy0xKYwPzm4HDdnu	spotify:track:4fFkeWRy0xKYwPzm4HDdnu	https://api.spotify.com/v1/tracks/4fFkeWRy0xKYwPzm4HDdnu	https://api.spotify.com/v1/audio-analysis/4fFkeWRy0xKYwPzm4HDdnu	296520	4
0.854	0.511	7	-12.266	1	0.215	0.00531	0.134	0.111	0.358	129.995	audio_features	3IkudpvLlzMY9xT62FEQpH	spotify:track:3IkudpvLlzMY9xT62FEQpH	https://api.spotify.com/v1/tracks/3IkudpvLlzMY9xT62FEQpH	https://api.spotify.com/v1/audio-analysis/3IkudpvLlzMY9xT62FEQpH	118230	4
0.652	0.966	7	-5.374	1	0.111	0.114	0.0167	0.132	0.281	93.176	audio_features	6Z81mZN4nLr179FrIl37dq	spotify:track:6Z81mZN4nLr179FrIl37dq	https://api.spotify.com/v1/tracks/6Z81mZN4nLr179FrIl37dq	https://api.spotify.com/v1/audio-analysis/6Z81mZN4nLr179FrIl37dq	228006	4
0.697	0.518	1	-7.483	0	0.0783	0.524	0.0	0.14	0.232	149.946	audio_features	7l5DRwIWHwAqZ54KfyF8JJ	spotify:track:7l5DRwIWHwAqZ54KfyF8JJ	https://api.spotify.com/v1/tracks/7l5DRwIWHwAqZ54KfyF8JJ	https://api.spotify.com/v1/audio-analysis/7l5DRwIWHwAqZ54KfyF8JJ	258400	4
0.654	0.841	9	-8.205	1	0.0754	0.235	0.866	0.234	0.695	137.072	audio_features	55SvszNRsJfFtBqgt7mUBg	spotify:track:55SvszNRsJfFtBqgt7mUBg	https://api.spotify.com/v1/tracks/55SvszNRsJfFtBqgt7mUBg	https://api.spotify.com/v1/audio-analysis/55SvszNRsJfFtBqgt7mUBg	37895	1
0.664	0.27	2	-16.686	1	0.0336	0.904	0.0195	0.114	0.177	114.827	audio_features	6pKuJwQJH7ZoYIqBFIOUGD	spotify:track:6pKuJwQJH7ZoYIqBFIOUGD	https://api.spotify.com/v1/tracks/6pKuJwQJH7ZoYIqBFIOUGD	https://api.spotify.com/v1/audio-analysis/6pKuJwQJH7ZoYIqBFIOUGD	147040	4
0.777	0.566	4	-9.719	0	0.0363	0.326	0.00809	0.128	0.42	110.008	audio_features	5Twzpnu3oSKEWEjSHRlhgn	spotify:track:5Twzpnu3oSKEWEjSHRlhgn	https://api.spotify.com/v1/tracks/5Twzpnu3oSKEWEjSHRlhgn	https://api.spotify.com/v1/audio-analysis/5Twzpnu3oSKEWEjSHRlhgn	281170	4
0.506	0.523	4	-6.809	1	0.0302	0.0146	0.232	0.0874	0.348	154.053	audio_features	3Hq3RKDkxVUJAqXegdf5Bq	spotify:track:3Hq3RKDkxVUJAqXegdf5Bq	https://api.spotify.com/v1/tracks/3Hq3RKDkxVUJAqXegdf5Bq	https://api.spotify.com/v1/audio-analysis/3Hq3RKDkxVUJAqXegdf5Bq	290093	4
0.408	0.186	9	-11.49	1	0.0337	0.121	0.00949	0.13	0.164	99.145	audio_features	2Hr51Yy9FBqye5FJrEH8bK	spotify:track:2Hr51Yy9FBqye5FJrEH8bK	https://api.spotify.com/v1/tracks/2Hr51Yy9FBqye5FJrEH8bK	https://api.spotify.com/v1/audio-analysis/2Hr51Yy9FBqye5FJrEH8bK	279840	4
0.694	0.841	9	-6.66	0	0.0365	0.13	0.41	0.378	0.738	123.028	audio_features	1r7DWEzBxGbdrLW7Oa2ouX	spotify:track:1r7DWEzBxGbdrLW7Oa2ouX	https://api.spotify.com/v1/tracks/1r7DWEzBxGbdrLW7Oa2ouX	https://api.spotify.com/v1/audio-analysis/1r7DWEzBxGbdrLW7Oa2ouX	261672	4
0.749	0.832	5	-8.415	0	0.0408	0.213	0.276	0.728	0.487	120.046	audio_features	4EYiIACD4vGzOmiKYzRdkW	spotify:track:4EYiIACD4vGzOmiKYzRdkW	https://api.spotify.com/v1/tracks/4EYiIACD4vGzOmiKYzRdkW	https://api.spotify.com/v1/audio-analysis/4EYiIACD4vGzOmiKYzRdkW	164052	4
0.263	0.824	9	-2.808	0	0.0622	0.000348	0.841	0.13	0.345	121.361	audio_features	5QzRP9rtk716zupGctqNgJ	spotify:track:5QzRP9rtk716zupGctqNgJ	https://api.spotify.com/v1/tracks/5QzRP9rtk716zupGctqNgJ	https://api.spotify.com/v1/audio-analysis/5QzRP9rtk716zupGctqNgJ	182880	3
0.511	0.124	9	-15.909	0	0.0274	0.828	0.13	0.107	0.289	94.701	audio_features	06I1cJikzztf7HaMhPqp6z	spotify:track:06I1cJikzztf7HaMhPqp6z	https://api.spotify.com/v1/tracks/06I1cJikzztf7HaMhPqp6z	https://api.spotify.com/v1/audio-analysis/06I1cJikzztf7HaMhPqp6z	269640	4
0.353	0.449	5	-9.059	0	0.0293	0.681	0.0114	0.0984	0.172	139.224	audio_features	44juocVIY4WHFVEbFRGSfr	spotify:track:44juocVIY4WHFVEbFRGSfr	https://api.spotify.com/v1/tracks/44juocVIY4WHFVEbFRGSfr	https://api.spotify.com/v1/audio-analysis/44juocVIY4WHFVEbFRGSfr	360600	4
0.555	0.17	2	-10.334	1	0.0366	0.891	0.0	0.23	0.178	116.714	audio_features	0AlopdovhJoxuUdA9pzvua	spotify:track:0AlopdovhJoxuUdA9pzvua	https://api.spotify.com/v1/tracks/0AlopdovhJoxuUdA9pzvua	https://api.spotify.com/v1/audio-analysis/0AlopdovhJoxuUdA9pzvua	253587	3
0.572	0.421	7	-12.714	1	0.34	0.802	0.000513	0.0966	0.438	172.674	audio_features	4nk9FMNHFGy7epedOpIBNn	spotify:track:4nk9FMNHFGy7epedOpIBNn	https://api.spotify.com/v1/tracks/4nk9FMNHFGy7epedOpIBNn	https://api.spotify.com/v1/audio-analysis/4nk9FMNHFGy7epedOpIBNn	223283	3
0.32	0.48	2	-9.479	1	0.0273	0.0198	0.0103	0.161	0.176	78.026	audio_features	39mKO1wEnnszQlxnQebhHe	spotify:track:39mKO1wEnnszQlxnQebhHe	https://api.spotify.com/v1/tracks/39mKO1wEnnszQlxnQebhHe	https://api.spotify.com/v1/audio-analysis/39mKO1wEnnszQlxnQebhHe	225227	4
0.816	0.55	2	-7.068	1	0.171	0.138	0.000449	0.0686	0.505	91.855	audio_features	2SRR4m7G33r9AkqPR37dlA	spotify:track:2SRR4m7G33r9AkqPR37dlA	https://api.spotify.com/v1/tracks/2SRR4m7G33r9AkqPR37dlA	https://api.spotify.com/v1/audio-analysis/2SRR4m7G33r9AkqPR37dlA	228853	4
0.728	0.714	8	-3.667	1	0.0355	0.565	0.0	0.0544	0.785	131.919	audio_features	1VWSUWcVZEAPGBYVkevN3u	spotify:track:1VWSUWcVZEAPGBYVkevN3u	https://api.spotify.com/v1/tracks/1VWSUWcVZEAPGBYVkevN3u	https://api.spotify.com/v1/audio-analysis/1VWSUWcVZEAPGBYVkevN3u	261224	4
0.514	0.488	5	-13.001	0	0.0497	0.859	0.00861	0.589	0.724	100.568	audio_features	5lNpx2mX8Rekad2gogDAol	spotify:track:5lNpx2mX8Rekad2gogDAol	https://api.spotify.com/v1/tracks/5lNpx2mX8Rekad2gogDAol	https://api.spotify.com/v1/audio-analysis/5lNpx2mX8Rekad2gogDAol	198160	4
0.407	0.519	5	-6.47	1	0.0336	0.11	0.889	0.409	0.342	94.001	audio_features	5CU1bbfY1wUPm7fU255Dhf	spotify:track:5CU1bbfY1wUPm7fU255Dhf	https://api.spotify.com/v1/tracks/5CU1bbfY1wUPm7fU255Dhf	https://api.spotify.com/v1/audio-analysis/5CU1bbfY1wUPm7fU255Dhf	120427	4
0.515	0.219	4	-17.741	1	0.055	0.912	0.00694	0.122	0.155	126.133	audio_features	5niGVoNunfCLrMhWeM1Wk3	spotify:track:5niGVoNunfCLrMhWeM1Wk3	https://api.spotify.com/v1/tracks/5niGVoNunfCLrMhWeM1Wk3	https://api.spotify.com/v1/audio-analysis/5niGVoNunfCLrMhWeM1Wk3	85769	3
0.434	0.852	9	-7.366	1	0.0473	0.00392	0.000701	0.129	0.454	159.958	audio_features	0YnOE4ZqklJyqODtyBTaaj	spotify:track:0YnOE4ZqklJyqODtyBTaaj	https://api.spotify.com/v1/tracks/0YnOE4ZqklJyqODtyBTaaj	https://api.spotify.com/v1/audio-analysis/0YnOE4ZqklJyqODtyBTaaj	414609	4
0.419	0.575	8	-8.446	0	0.105	0.804	0.000942	0.71	0.463	137.584	audio_features	4UhkoBWLys3m3VlVu7i9wv	spotify:track:4UhkoBWLys3m3VlVu7i9wv	https://api.spotify.com/v1/tracks/4UhkoBWLys3m3VlVu7i9wv	https://api.spotify.com/v1/audio-analysis/4UhkoBWLys3m3VlVu7i9wv	141856	4
0.131	0.935	7	-5.375	1	0.0791	1.42e-06	0.286	0.587	0.293	147.083	audio_features	1sWl23ELUK3u6U5VsC74NE	spotify:track:1sWl23ELUK3u6U5VsC74NE	https://api.spotify.com/v1/tracks/1sWl23ELUK3u6U5VsC74NE	https://api.spotify.com/v1/audio-analysis/1sWl23ELUK3u6U5VsC74NE	236827	3
0.623	0.279	0	-10.802	1	0.031	0.661	0.0	0.193	0.38	116.04	audio_features	7nWui6jiMM2m9qFmET1Mtj	spotify:track:7nWui6jiMM2m9qFmET1Mtj	https://api.spotify.com/v1/tracks/7nWui6jiMM2m9qFmET1Mtj	https://api.spotify.com/v1/audio-analysis/7nWui6jiMM2m9qFmET1Mtj	264253	4
0.777	0.895	1	-3.915	1	0.0439	0.0112	0.00266	0.319	0.61	107.031	audio_features	0VNQpkPh5l5ncQJCfWMCKZ	spotify:track:0VNQpkPh5l5ncQJCfWMCKZ	https://api.spotify.com/v1/tracks/0VNQpkPh5l5ncQJCfWMCKZ	https://api.spotify.com/v1/audio-analysis/0VNQpkPh5l5ncQJCfWMCKZ	203599	4
0.725	0.387	9	-7.359	0	0.0368	0.527	0.00013	0.0982	0.606	120.689	audio_features	2bcvooA6HEmVUneEGJnNZD	spotify:track:2bcvooA6HEmVUneEGJnNZD	https://api.spotify.com/v1/tracks/2bcvooA6HEmVUneEGJnNZD	https://api.spotify.com/v1/audio-analysis/2bcvooA6HEmVUneEGJnNZD	286707	4
0.426	0.504	0	-6.865	1	0.0636	0.703	4.22e-05	0.0911	0.687	186.379	audio_features	3fNK9wZMHV7CLG1z3rueBO	spotify:track:3fNK9wZMHV7CLG1z3rueBO	https://api.spotify.com/v1/tracks/3fNK9wZMHV7CLG1z3rueBO	https://api.spotify.com/v1/audio-analysis/3fNK9wZMHV7CLG1z3rueBO	213159	3
0.64	0.938	10	-3.098	0	0.0764	0.195	0.0	0.602	0.11	116.974	audio_features	37OSQm8Gy5strUT24vn6ef	spotify:track:37OSQm8Gy5strUT24vn6ef	https://api.spotify.com/v1/tracks/37OSQm8Gy5strUT24vn6ef	https://api.spotify.com/v1/audio-analysis/37OSQm8Gy5strUT24vn6ef	298336	4
0.334	0.764	9	-8.449	1	0.0542	0.739	0.552	0.319	0.382	84.741	audio_features	5b1DqW7n5AvEjVgw6jRzE9	spotify:track:5b1DqW7n5AvEjVgw6jRzE9	https://api.spotify.com/v1/tracks/5b1DqW7n5AvEjVgw6jRzE9	https://api.spotify.com/v1/audio-analysis/5b1DqW7n5AvEjVgw6jRzE9	330587	4
0.525	0.634	1	-5.866	1	0.037	0.075	0.000106	0.113	0.661	170.065	audio_features	0WQbCSbujb6bSPVENrWYrl	spotify:track:0WQbCSbujb6bSPVENrWYrl	https://api.spotify.com/v1/tracks/0WQbCSbujb6bSPVENrWYrl	https://api.spotify.com/v1/audio-analysis/0WQbCSbujb6bSPVENrWYrl	297316	4
0.373	0.713	9	-8.746	0	0.0806	0.603	0.000445	0.252	0.341	101.411	audio_features	7GUDlmw2a0b0OzaphiRIl4	spotify:track:7GUDlmw2a0b0OzaphiRIl4	https://api.spotify.com/v1/tracks/7GUDlmw2a0b0OzaphiRIl4	https://api.spotify.com/v1/audio-analysis/7GUDlmw2a0b0OzaphiRIl4	149157	4
0.502	0.681	7	-8.263	1	0.0276	0.016	0.107	0.102	0.584	112.16	audio_features	3EM42kT3ARiZJhXJPoFaZe	spotify:track:3EM42kT3ARiZJhXJPoFaZe	https://api.spotify.com/v1/tracks/3EM42kT3ARiZJhXJPoFaZe	https://api.spotify.com/v1/audio-analysis/3EM42kT3ARiZJhXJPoFaZe	213813	4
0.562	0.871	10	-3.497	0	0.0678	0.00954	1.39e-06	0.119	0.777	156.104	audio_features	5rXRiLBhVCjuCJ1B76DuTl	spotify:track:5rXRiLBhVCjuCJ1B76DuTl	https://api.spotify.com/v1/tracks/5rXRiLBhVCjuCJ1B76DuTl	https://api.spotify.com/v1/audio-analysis/5rXRiLBhVCjuCJ1B76DuTl	167600	4
0.392	0.83	11	-5.974	0	0.209	0.0919	0.181	0.544	0.41	178.563	audio_features	3kKQUJRvhgzs3K9VrBhquC	spotify:track:3kKQUJRvhgzs3K9VrBhquC	https://api.spotify.com/v1/tracks/3kKQUJRvhgzs3K9VrBhquC	https://api.spotify.com/v1/audio-analysis/3kKQUJRvhgzs3K9VrBhquC	212147	4
0.713	0.642	7	-6.187	0	0.0398	0.143	0.862	0.203	0.818	105.001	audio_features	6eN48lE6DvkMDjHp4nl4DR	spotify:track:6eN48lE6DvkMDjHp4nl4DR	https://api.spotify.com/v1/tracks/6eN48lE6DvkMDjHp4nl4DR	https://api.spotify.com/v1/audio-analysis/6eN48lE6DvkMDjHp4nl4DR	310347	4
0.207	0.851	8	-4.609	1	0.0698	2.59e-05	0.0	0.423	0.337	149.025	audio_features	2XifYv1574oMEFxMYR4dLN	spotify:track:2XifYv1574oMEFxMYR4dLN	https://api.spotify.com/v1/tracks/2XifYv1574oMEFxMYR4dLN	https://api.spotify.com/v1/audio-analysis/2XifYv1574oMEFxMYR4dLN	277853	4
0.899	0.645	10	-11.621	0	0.271	0.0435	0.101	0.358	0.348	110.895	audio_features	1MaI6NwdrqnE3mRzOYTpoo	spotify:track:1MaI6NwdrqnE3mRzOYTpoo	https://api.spotify.com/v1/tracks/1MaI6NwdrqnE3mRzOYTpoo	https://api.spotify.com/v1/audio-analysis/1MaI6NwdrqnE3mRzOYTpoo	217200	4
0.639	0.571	7	-8.834	1	0.198	0.0124	0.0	0.221	0.518	120.129	audio_features	6EoAdHBsNUbexzM8cHxF2E	spotify:track:6EoAdHBsNUbexzM8cHxF2E	https://api.spotify.com/v1/tracks/6EoAdHBsNUbexzM8cHxF2E	https://api.spotify.com/v1/audio-analysis/6EoAdHBsNUbexzM8cHxF2E	127451	4
0.516	0.716	8	-7.798	0	0.255	0.33	0.000497	0.141	0.506	176.048	audio_features	7BbQPYftdey6NGl6CDprvR	spotify:track:7BbQPYftdey6NGl6CDprvR	https://api.spotify.com/v1/tracks/7BbQPYftdey6NGl6CDprvR	https://api.spotify.com/v1/audio-analysis/7BbQPYftdey6NGl6CDprvR	169080	4
0.273	0.313	10	-11.784	0	0.0455	0.11	0.0922	0.163	0.0399	132.899	audio_features	2i8eJAvVOhTGBq5kwq9KRv	spotify:track:2i8eJAvVOhTGBq5kwq9KRv	https://api.spotify.com/v1/tracks/2i8eJAvVOhTGBq5kwq9KRv	https://api.spotify.com/v1/audio-analysis/2i8eJAvVOhTGBq5kwq9KRv	1065133	3
0.19	0.366	2	-9.574	1	0.0281	0.0493	0.00138	0.138	0.221	79.599	audio_features	0FZPMjn8vUjGfVVIEcMemx	spotify:track:0FZPMjn8vUjGfVVIEcMemx	https://api.spotify.com/v1/tracks/0FZPMjn8vUjGfVVIEcMemx	https://api.spotify.com/v1/audio-analysis/0FZPMjn8vUjGfVVIEcMemx	221493	4
0.472	0.924	7	-3.632	0	0.218	0.0225	0.0	0.111	0.441	144.812	audio_features	47ltbGJTejvcljxYfzAlUZ	spotify:track:47ltbGJTejvcljxYfzAlUZ	https://api.spotify.com/v1/tracks/47ltbGJTejvcljxYfzAlUZ	https://api.spotify.com/v1/audio-analysis/47ltbGJTejvcljxYfzAlUZ	299200	4
0.544	0.897	2	-2.927	1	0.0614	0.00225	0.0	0.169	0.571	149.96	audio_features	1XoKqeroJPH5BGNHqBSQWO	spotify:track:1XoKqeroJPH5BGNHqBSQWO	https://api.spotify.com/v1/tracks/1XoKqeroJPH5BGNHqBSQWO	https://api.spotify.com/v1/audio-analysis/1XoKqeroJPH5BGNHqBSQWO	224840	4
0.823	0.424	6	-10.164	0	0.0437	0.104	0.921	0.168	0.689	133.288	audio_features	33uua4a9YSqrunCACIvRCm	spotify:track:33uua4a9YSqrunCACIvRCm	https://api.spotify.com/v1/tracks/33uua4a9YSqrunCACIvRCm	https://api.spotify.com/v1/audio-analysis/33uua4a9YSqrunCACIvRCm	246840	4
0.657	0.462	0	-12.965	0	0.346	0.388	0.133	0.0745	0.557	122.102	audio_features	3uFVyg61HeKCMbL5N6LuSA	spotify:track:3uFVyg61HeKCMbL5N6LuSA	https://api.spotify.com/v1/tracks/3uFVyg61HeKCMbL5N6LuSA	https://api.spotify.com/v1/audio-analysis/3uFVyg61HeKCMbL5N6LuSA	282907	4
0.185	0.85	9	-6.519	1	0.0461	0.000316	0.808	0.297	0.353	149.654	audio_features	2A5rbgeG07mdgKOIeQMhyF	spotify:track:2A5rbgeG07mdgKOIeQMhyF	https://api.spotify.com/v1/tracks/2A5rbgeG07mdgKOIeQMhyF	https://api.spotify.com/v1/audio-analysis/2A5rbgeG07mdgKOIeQMhyF	663560	4
0.702	0.778	2	-3.133	1	0.146	0.204	0.0	0.103	0.8	170.081	audio_features	4buMaBw6dPiMQZ8nE6ZIEK	spotify:track:4buMaBw6dPiMQZ8nE6ZIEK	https://api.spotify.com/v1/tracks/4buMaBw6dPiMQZ8nE6ZIEK	https://api.spotify.com/v1/audio-analysis/4buMaBw6dPiMQZ8nE6ZIEK	188973	4
0.567	0.743	6	-8.49	1	0.034	0.0326	0.756	0.0252	0.171	115.995	audio_features	6Q02YBISrxKJo8WTxrUGZP	spotify:track:6Q02YBISrxKJo8WTxrUGZP	https://api.spotify.com/v1/tracks/6Q02YBISrxKJo8WTxrUGZP	https://api.spotify.com/v1/audio-analysis/6Q02YBISrxKJo8WTxrUGZP	305841	4
0.376	0.668	11	-5.231	0	0.0359	0.0167	0.882	0.435	0.143	124.3	audio_features	62zFHjTpPAtBMAC9QiEHS7	spotify:track:62zFHjTpPAtBMAC9QiEHS7	https://api.spotify.com/v1/tracks/62zFHjTpPAtBMAC9QiEHS7	https://api.spotify.com/v1/audio-analysis/62zFHjTpPAtBMAC9QiEHS7	565400	3
0.575	0.963	6	-1.56	0	0.084	0.0264	0.0	0.0504	0.868	159.963	audio_features	31nDn6dFsRBtulnJIpIY6n	spotify:track:31nDn6dFsRBtulnJIpIY6n	https://api.spotify.com/v1/tracks/31nDn6dFsRBtulnJIpIY6n	https://api.spotify.com/v1/audio-analysis/31nDn6dFsRBtulnJIpIY6n	241908	4
0.65	0.417	2	-12.413	0	0.0574	0.286	3.31e-05	0.104	0.475	98.415	audio_features	3AekRdo1dDMfszL3jAoViv	spotify:track:3AekRdo1dDMfszL3jAoViv	https://api.spotify.com/v1/tracks/3AekRdo1dDMfszL3jAoViv	https://api.spotify.com/v1/audio-analysis/3AekRdo1dDMfszL3jAoViv	199000	4
